ghi,air_temp,,
193.2,16.86,7947,1
370.1,20.72,7948,1
521,22.9,7949,1
630.1,25.18,7950,1
685,27.74,7951,1
679.8,29.4,7952,1
615.9,30.38,7953,1
504,31.66,7954,1
350.1,31.52,7955,1
175,31,7956,1
5.18,28.82,7957,1
116.1,15.32,7958,1
296.2,21.38,7959,1
460.5,24.52,7960,1
588.5,26.84,7961,1
665.5,29.74,7962,1
686.5,31.6,7963,1
648.8,32.94,7964,1
554.3,33.8,7965,1
416.5,34.3,7966,1
244,34.4,7967,1
61.36,32.8,7968,1
24.77,15.66,7969,1
223.4,20.8,7970,1
392.3,27.56,7971,1
530,29.4,7972,1
625.1,30.9,7973,1
665.7,33.2,7974,1
648,34.06,7975,1
571.2,35,7976,1
444,35.4,7977,1
285.4,34.98,7978,1
110.5,34.2,7979,1
2.04,18.6,7980,1
160.2,20.92,7981,1
341.5,25.06,7982,1
340.7,26.84,7983,1
494.5,28.46,7984,1
584.4,30.5,7985,1
604.3,32.66,7986,1
593.7,33.88,7987,1
579.6,33.2,7988,1
341,34.1,7989,1
150.7,33.1,7990,1
7.96,30.7,7991,1
114.7,21.4,7992,1
282.9,25.9,7993,1
443.2,27.7,7994,1
545.7,28.88,7995,1
400.5,29.6,7996,1
332.3,30.9,7997,1
563.7,30.4,7998,1
626.5,32.08,7999,1
198.1,30.54,8000,1
31.38,29.7,8001,1
13.26,27.88,8002,1
26.25,16.7,8003,1
106.4,17.8,8004,1
407.3,21.72,8005,1
508.3,24.3,8006,1
598.9,27.4,8007,1
640.9,29.34,8008,1
612.7,30.4,8009,1
527.3,31,8010,1
394.6,31.06,8011,1
239.4,30.62,8012,1
67.22,29.6,8013,1
2.62,14.2,8014,1
19.35,14.5,8015,1
173.6,15.8,8016,1
152.5,16.5,8017,1
131.2,17.2,8018,1
259.5,19.28,8019,1
152,19.6,8020,1
199.9,18.78,8021,1
267.3,20.3,8022,1
118.2,20.5,8023,1
95.7,20.5,8024,1
1.65,14.8,8025,1
49.12,15.1,8026,1
84.8,15,8027,1
205.8,16.7,8028,1
286.1,17.6,8029,1
404.3,19.58,8030,1
291.3,20.96,8031,1
196.4,21.1,8032,1
75.61,22.28,8033,1
331.7,23.9,8034,1
43.7,21.8,8035,1
1.27,12.9,8036,1
151.8,14.52,8037,1
330.7,17.56,8038,1
475.1,19.6,8039,1
589.4,20.7,8040,1
644,21.8,8041,1
636.9,23.32,8042,1
567,23.4,8043,1
462.4,23.92,8044,1
328.9,23.5,8045,1
52.88,22.1,8046,1
3.84,10.82,8047,1
150.8,12.2,8048,1
330.6,15.48,8049,1
485.4,17.7,8050,1
593.7,20.24,8051,1
653.3,23.56,8052,1
653.8,26.68,8053,1
588.1,28.02,8054,1
473.9,28.7,8055,1
324.1,28.1,8056,1
149.1,27.1,8057,1
5.52,25.44,8058,1
139.3,13.02,8059,1
319.2,19.2,8060,1
473.3,20.88,8061,1
587,23.7,8062,1
644.5,24.52,8063,1
643.8,25.72,8064,1
584.9,27.04,8065,1
479.7,27.22,8066,1
327.5,28.22,8067,1
153,27.3,8068,1
4.14,24.3,8069,1
41.79,16.4,8070,1
114.7,19.1,8071,1
452.1,21.4,8072,1
562.3,24.3,8073,1
615.2,25.5,8074,1
628.4,26.1,8075,1
572.8,27.2,8076,1
474.9,27.6,8077,1
264.1,27.4,8078,1
56.16,26.4,8079,1
9.4,24.62,8080,1
138.1,13,8081,1
326.3,18.92,8082,1
364.4,23.12,8083,1
635.9,25.24,8084,1
628.2,27.02,8085,1
397.5,27.7,8086,1
572.2,27.8,8087,1
205.4,27,8088,1
179.9,26.5,8089,1
123.6,26.6,8090,1
9.62,14.3,8091,1
74.7,15.38,8092,1
308.3,19.7,8093,1
255.2,21.04,8094,1
478.8,24.8,8095,1
412.4,25.4,8096,1
524.7,27.9,8097,1
544.1,27.86,8098,1
325.6,28.1,8099,1
207.8,28.24,8100,1
68.26,26.5,8101,1
0.81,15.5,8102,1
73.57,15.8,8103,1
162,18.8,8104,1
267.3,20.7,8105,1
625.5,23.76,8106,1
655.6,25.64,8107,1
639,26.2,8108,1
568.6,27.4,8109,1
440.4,27.7,8110,1
276.9,26.82,8111,1
79.41,25.5,8112,1
15.81,10.4,8113,1
202.6,14.06,8114,1
372,18.4,8115,1
510.9,21.5,8116,1
601.8,24.5,8117,1
634.3,25.3,8118,1
611.5,27,8119,1
533.8,27.16,8120,1
409,27.78,8121,1
203.6,28.1,8122,1
46.04,25.88,8123,1
16.58,15,8124,1
113.7,16.26,8125,1
452.4,20.58,8126,1
271.1,22.4,8127,1
250.3,24.48,8128,1
113.2,22.3,8129,1
249.4,22.3,8130,1
193.1,21.76,8131,1
112.1,21,8132,1
69.46,21,8133,1
7.38,20.1,8134,1
19.31,15.5,8135,1
144.7,17.2,8136,1
220.8,18.96,8137,1
493.9,20.9,8138,1
212.3,21.28,8139,1
517,19.78,8140,1
418.5,21.12,8141,1
217.4,21.8,8142,1
285.7,21.9,8143,1
131.2,21.6,8144,1
4.25,20.1,8145,1
146.9,11.1,8146,1
320.6,14.4,8147,1
470.7,16.5,8148,1
572.3,18.7,8149,1
620,22.2,8150,1
606.3,23.8,8151,1
541.6,24.3,8152,1
422.6,24.9,8153,1
269.4,24.54,8154,1
96.3,23.9,8155,1
13.59,11.3,8156,1
204.4,14.7,8157,1
366.6,17.76,8158,1
497.5,20.2,8159,1
580.1,22.44,8160,1
603.3,24.7,8161,1
573.8,26.08,8162,1
491,27.5,8163,1
363.3,28.28,8164,1
204.1,28.2,8165,1
31.32,26.9,8166,1
75.53,15.08,8167,1
248.6,19.36,8168,1
401.2,23.5,8169,1
516.9,24.9,8170,1
579.3,26.64,8171,1
583.6,27.8,8172,1
534.9,28.22,8173,1
437,28.84,8174,1
290.1,29.3,8175,1
132.6,27.9,8176,1
1.69,14.2,8177,1
43.17,14.9,8178,1
86.7,16,8179,1
101.5,16.7,8180,1
111.8,17.4,8181,1
51.09,16.48,8182,1
148.4,16.56,8183,1
161.4,17.3,8184,1
218.9,19.6,8185,1
95.2,18.58,8186,1
17.28,18.18,8187,1
3.01,12.5,8188,1
7.1,12.5,8189,1
20.34,12.6,8190,1
83.6,12.6,8191,1
204.3,13.1,8192,1
70.75,13.2,8193,1
109.5,13.8,8194,1
40.39,14.72,8195,1
102.7,14.3,8196,1
33.41,13.9,8197,1
1.07,13.2,8198,1
126.9,10.4,8199,1
290,12.5,8200,1
471.8,14.76,8201,1
582.3,14.6,8202,1
110.1,14.84,8203,1
484,16.48,8204,1
526.6,16.7,8205,1
404,17.66,8206,1
251.6,17.9,8207,1
86.3,17.06,8208,1
26.74,6.66,8209,1
221.1,9.6,8210,1
385,12.3,8211,1
501.8,15.12,8212,1
590.5,16.2,8213,1
602.9,18.38,8214,1
566,17.8,8215,1
474.1,18.28,8216,1
334.2,18,8217,1
165.4,16.9,8218,1
2.56,15.6,8219,1
91.6,6.28,8220,1
262.8,9.84,8221,1
334.1,14.02,8222,1
535.4,15.78,8223,1
537.3,16.4,8224,1
591.6,18.24,8225,1
331.5,18.9,8226,1
261.6,19.1,8227,1
227.8,18.8,8228,1
72.58,17.4,8229,1
30.87,3.14,8230,1
226.2,8.48,8231,1
384.9,11.5,8232,1
506.7,13.6,8233,1
576.9,15.62,8234,1
588,16.7,8235,1
546,17.46,8236,1
451.7,18.8,8237,1
305.5,18.8,8238,1
125.6,18.1,8239,1
4.05,7.68,8240,1
144.9,9.1,8241,1
312.9,14.4,8242,1
459.9,16.3,8243,1
537.2,17.3,8244,1
646.7,18.46,8245,1
575,18.62,8246,1
484.4,19.46,8247,1
359.8,19.96,8248,1
200.1,20.5,8249,1
22.15,18.46,8250,1
72.93,8.2,8251,1
287.7,13.62,8252,1
159.3,14.16,8253,1
261.8,14.7,8254,1
166.3,12.24,8255,1
129.2,11.6,8256,1
47.38,11.5,8257,1
57.51,11.1,8258,1
84.7,12.08,8259,1
50.92,12.2,8260,1
20.61,9.3,8261,1
30.15,10,8262,1
109.6,11.2,8263,1
171.5,12.6,8264,1
102.4,11.3,8265,1
43.77,8.9,8266,1
189.9,10.3,8267,1
147.3,10,8268,1
225.3,10.12,8269,1
17.8,9.9,8270,1
1.84,9.1,8271,1
140.9,8,8272,1
305.9,10.3,8273,1
443.4,11.5,8274,1
544.6,13.5,8275,1
718,13.6,8276,1
77.33,14.14,8277,1
217,14.7,8278,1
350.8,14.8,8279,1
186.8,14.3,8280,1
14.26,13.3,8281,1
101.8,4.9,8282,1
268.1,8.1,8283,1
411.8,12.2,8284,1
515,12.88,8285,1
561.9,13.8,8286,1
558.5,14.98,8287,1
490.3,16.24,8288,1
369.9,15.72,8289,1
226.4,15.18,8290,1
25.14,13.7,8291,1
46.68,4.1,8292,1
231,7.66,8293,1
382.8,12.1,8294,1
495.2,12.8,8295,1
556.9,14.1,8296,1
563.2,14.78,8297,1
505.5,16.02,8298,1
403.7,16.08,8299,1
261.5,16.2,8300,1
109.9,15.44,8301,1
10.92,5.8,8302,1
184.2,7.98,8303,1
340.8,13.1,8304,1
461.5,14.68,8305,1
530.1,16.32,8306,1
546.7,17.5,8307,1
504.6,17.9,8308,1
409,19.04,8309,1
274.7,18.6,8310,1
132.9,18.2,8311,1
1.95,6.32,8312,1
160,8.08,8313,1
321.6,13.52,8314,1
447.7,15.2,8315,1
531.8,16.7,8316,1
555.1,18.6,8317,1
521.4,19.26,8318,1
431.2,19.7,8319,1
297.8,20.1,8320,1
132.4,19.3,8321,1
3.84,16.3,8322,1
3.44,9,8323,1
46.79,9.46,8324,1
40.62,10.3,8325,1
92.9,10.3,8326,1
169.9,10.8,8327,1
153.2,12.6,8328,1
298.3,14.98,8329,1
64.11,15.48,8330,1
107.8,10.4,8331,1
2.78,10.02,8332,1
122.8,5.06,8333,1
294.3,8.82,8334,1
432.1,10.4,8335,1
523.9,11.24,8336,1
559.6,12.5,8337,1
538.4,13.3,8338,1
461.4,13.9,8339,1
337.7,14.1,8340,1
181.3,14.1,8341,1
8.55,13.1,8342,1
104.3,4.94,8343,1
271.2,8.4,8344,1
344.6,10.32,8345,1
420.8,12.5,8346,1
320.6,13,8347,1
588,14.92,8348,1
180,14.7,8349,1
208.4,15.22,8350,1
166,15.08,8351,1
18.37,13.5,8352,1
49.87,5.82,8353,1
254.1,9.9,8354,1
369.7,12.6,8355,1
407.2,14.5,8356,1
498.6,15.66,8357,1
532.1,17.32,8358,1
352.6,18.14,8359,1
225.3,17.2,8360,1
173.1,17,8361,1
19.64,15.8,8362,1
78.86,6.7,8363,1
241.1,9.88,8364,1
376,13.9,8365,1
470.2,15.3,8366,1
517.7,17.2,8367,1
502.3,18.5,8368,1
436.8,19.08,8369,1
323,18.86,8370,1
190.6,18.5,8371,1
21.29,17.8,8372,1
76.6,7.4,8373,1
247.3,10.96,8374,1
381.5,12.7,8375,1
482.4,15.7,8376,1
518.8,17.92,8377,1
511.8,19.3,8378,1
440.9,20,8379,1
319.1,20.9,8380,1
171.3,20.4,8381,1
10.33,19.1,8382,1
80.1,9.5,8383,1
176.6,13.36,8384,1
393.1,16.6,8385,1
481.2,17.7,8386,1
313,18.8,8387,1
564.3,19.5,8388,1
346.1,20.2,8389,1
311.4,20.2,8390,1
163.3,20.1,8391,1
5.51,18.52,8392,1
110,9.9,8393,1
276.1,12.54,8394,1
436.8,17.2,8395,1
503.8,18.5,8396,1
422.3,20.1,8397,1
398,21.1,8398,1
421.2,22.16,8399,1
364.3,21.1,8400,1
109.7,20.2,8401,1
3.63,18.46,8402,1
102.7,9.8,8403,1
390.7,14.5,8404,1
172.9,15.3,8405,1
206.3,16.54,8406,1
484.9,18.36,8407,1
485.6,19.8,8408,1
404.4,19.7,8409,1
265.4,19.88,8410,1
126.3,18.44,8411,1
17.27,11.18,8412,1
38.22,11.7,8413,1
57.4,12.2,8414,1
26.9,12.1,8415,1
66.34,10.8,8416,1
34.01,10.6,8417,1
68.45,11,8418,1
454.9,13.86,8419,1
276.1,13.8,8420,1
128.1,13.08,8421,1
2.48,4.9,8422,1
83.2,5.8,8423,1
139.9,6.86,8424,1
290.5,9.18,8425,1
492.7,9.92,8426,1
202.4,10.28,8427,1
565.3,11,8428,1
431.4,10.5,8429,1
249.2,9.96,8430,1
52.33,9.24,8431,1
26.54,-0.5,8432,1
189,2.8,8433,1
336.3,5.64,8434,1
446.4,7.6,8435,1
503.1,8.54,8436,1
508.8,10.16,8437,1
457.2,11.4,8438,1
351.4,11.6,8439,1
210.3,11.56,8440,1
32.52,11.2,8441,1
52.63,2.2,8442,1
225.7,5.8,8443,1
369.4,7.6,8444,1
472.1,9.94,8445,1
519.4,11.7,8446,1
512.3,12.56,8447,1
447.6,13.3,8448,1
334.8,13.36,8449,1
184.7,13.3,8450,1
14.98,12,8451,1
98.5,0.36,8452,1
262,4,8453,1
397.1,6.6,8454,1
488.3,8.52,8455,1
524.5,10.52,8456,1
503.2,12,8457,1
426,12.8,8458,1
300.9,13.5,8459,1
160.2,12.4,8460,1
6.65,10.5,8461,1
135.1,0.84,8462,1
295.9,6,8463,1
420.2,8.94,8464,1
498.2,10.64,8465,1
520.5,11.82,8466,1
481.3,13.18,8467,1
395.1,13.5,8468,1
263.4,13.68,8469,1
133.4,12.58,8470,1
7.32,0.4,8471,1
252.5,5.36,8472,1
199.1,6.8,8473,1
246.5,8.4,8474,1
623.3,11.1,8475,1
113.2,10.4,8476,1
208.3,9.7,8477,1
165.5,9.5,8478,1
120.7,9,8479,1
25.4,9.1,8480,1
62.52,1.14,8481,1
144.3,4.4,8482,1
353,9.2,8483,1
449.8,10.8,8484,1
262.4,12.96,8485,1
557.7,15.12,8486,1
422,14.84,8487,1
310,14.9,8488,1
174.4,14.7,8489,1
9.09,12.72,8490,1
38.51,9.9,8491,1
124.9,10.3,8492,1
159.1,10.7,8493,1
238,12.7,8494,1
238.4,13.8,8495,1
163.7,13.5,8496,1
108,13.7,8497,1
97.5,14.1,8498,1
38.72,13.6,8499,1
0.96,6.2,8500,1
60.69,8.1,8501,1
105.6,9.9,8502,1
232.6,13.3,8503,1
142.2,17.8,8504,1
18.15,17.38,8505,1
14.84,10.86,8506,1
27.23,10,8507,1
12.13,10.2,8508,1
4.21,10.4,8509,1
42.13,6.6,8510,1
195.2,9.32,8511,1
334,13.7,8512,1
435.9,14.44,8513,1
485.4,15.78,8514,1
513.9,17.3,8515,1
438.7,16,8516,1
301.5,16.5,8517,1
161.1,15.9,8518,1
4.54,14.1,8519,1
68.61,4.4,8520,1
121,7.2,8521,1
140.9,8.5,8522,1
251.7,10.24,8523,1
389.5,13.32,8524,1
356.1,14.54,8525,1
241,14.82,8526,1
111.6,15.06,8527,1
39.33,13.2,8528,1
0.45,13.3,8529,1
11.36,12.1,8530,1
142.8,15,8531,1
178.2,16.3,8532,1
289.1,17.8,8533,1
251.1,18.5,8534,1
132.4,17.68,8535,1
142.5,18.8,8536,1
126.8,18.22,8537,1
7.92,17.8,8538,1
38.81,11.4,8539,1
106.3,13.3,8540,1
162.9,13.8,8541,1
338.6,16.3,8542,1
206.7,17,8543,1
257.6,18.38,8544,1
140.8,17.52,8545,1
211.5,18,8546,1
95.9,17.8,8547,1
1.82,15.4,8548,1
28.76,9.8,8549,1
93.2,10.5,8550,1
124.6,11,8551,1
150.9,11.36,8552,1
136.9,11.8,8553,1
149.5,12.2,8554,1
81.1,12.5,8555,1
49.6,11.9,8556,1
11.61,11.7,8557,1
7.57,9.6,8558,1
124.7,11.4,8559,1
199.8,12.8,8560,1
310.3,14.1,8561,1
187.1,16.04,8562,1
252.9,15.7,8563,1
166.8,16.4,8564,1
257.1,16.4,8565,1
62.24,16.4,8566,1
5.16,16.1,8567,1
7.78,10.9,8568,1
65.21,11.28,8569,1
353.9,12.62,8570,1
207.6,14.42,8571,1
227.8,14.52,8572,1
208.9,14.28,8573,1
202.3,15.5,8574,1
255.9,14.6,8575,1
36.85,13.3,8576,1
3.1,7.4,8577,1
148.3,7.7,8578,1
135.8,9.3,8579,1
124.7,10.88,8580,1
501.2,10.8,8581,1
100.4,12.3,8582,1
97.9,13.08,8583,1
335.4,13.22,8584,1
116,13.1,8585,1
43.72,11.9,8586,1
93,2.16,8587,1
284.5,6.36,8588,1
525.3,9.56,8589,1
233,9.76,8590,1
299.6,11.64,8591,1
206,12.68,8592,1
120.6,12.6,8593,1
129.4,12.1,8594,1
48.46,11.8,8595,1
1.88,10.14,8596,1
21.74,10.4,8597,1
23.13,9.3,8598,1
35.69,8.7,8599,1
28.06,7.8,8600,1
58.52,8.6,8601,1
197.6,9.6,8602,1
98,10.84,8603,1
126.3,11,8604,1
15.56,10.58,8605,1
65.83,1.46,8606,1
225.8,3.2,8607,1
359.7,6.42,8608,1
451.3,8.18,8609,1
491.6,9.7,8610,1
473.6,11.14,8611,1
397.6,11.6,8612,1
280.4,11.5,8613,1
164.2,11.3,8614,1
5.79,-1.9,8615,1
143.4,1,8616,1
300.2,3.8,8617,1
416.7,7.52,8618,1
481.4,10.12,8619,1
490.2,12.68,8620,1
445.1,13,8621,1
347.5,13.5,8622,1
208.7,12.6,8623,1
28.03,11.5,8624,1
50.23,1.44,8625,1
209.1,5.02,8626,1
341.9,8.5,8627,1
435.9,10.26,8628,1
479.8,10.9,8629,1
464.9,11.9,8630,1
393.3,12.24,8631,1
276.2,12.08,8632,1
137.4,11.62,8633,1
14.12,4.4,8634,1
72.46,5.2,8635,1
228.8,7.92,8636,1
216.9,9.58,8637,1
216.6,9.82,8638,1
468.5,11.14,8639,1
238.8,11.54,8640,1
214.5,12.6,8641,1
216.8,13.8,8642,1
39.1,12.1,8643,1
42.96,5.32,8644,1
202.4,8.4,8645,1
337.5,10.98,8646,1
474.3,12.8,8647,1
577.9,14.42,8648,1
256.2,14,8649,1
180.8,13.8,8650,1
134,13.9,8651,1
31.46,12.7,8652,1
1.69,7.5,8653,1
109.2,7.7,8654,1
87,8.4,8655,1
156.5,9,8656,1
161.1,9.6,8657,1
107.1,10.18,8658,1
239.7,12.5,8659,1
81.4,12,8660,1
57.54,11.5,8661,1
42.38,10.78,8662,1
6.75,5.5,8663,1
71.59,6.44,8664,1
55.58,6.9,8665,1
117.7,7.9,8666,1
302,9.34,8667,1
245.3,10.3,8668,1
239.9,11.2,8669,1
82.7,11.2,8670,1
37.86,11.3,8671,1
0.1,7.9,8672,1
5.7,8,8673,1
20.51,8.4,8674,1
26.41,8.8,8675,1
27.51,9.2,8676,1
17.83,9.1,8677,1
21.99,9.1,8678,1
30.47,9.8,8679,1
14.4,9.7,8680,1
2.69,9.8,8681,1
15.71,12.8,8682,1
83.4,13.2,8683,1
143.5,14.3,8684,1
261.3,15.3,8685,1
328.3,16.8,8686,1
238.9,16.76,8687,1
219.4,16.6,8688,1
110.5,15.8,8689,1
77.14,15.2,8690,1
5.74,6.1,8691,1
131,7.12,8692,1
286.2,10,8693,1
394.3,11.9,8694,1
466.8,12.6,8695,1
482.4,13.78,8696,1
426.1,13.3,8697,1
326,13.12,8698,1
192.9,12.9,8699,1
20.65,11.52,8700,1
22.36,6.38,8701,1
27.44,6.6,8702,1
71.9,6.5,8703,1
81.4,6.9,8704,1
248.2,8.2,8705,1
117.6,8.3,8706,1
110.3,8.3,8707,1
115.5,9.12,8708,1
32.01,10.12,8709,1
4.56,2.2,8710,1
43.82,2.9,8711,1
293.1,5.68,8712,1
404.8,7.1,8713,1
470,8.7,8714,1
483.2,9.9,8715,1
465.9,10.88,8716,1
337.3,10.58,8717,1
197.2,10.1,8718,1
24.86,8.7,8719,1
65.84,2.4,8720,1
234.1,5.1,8721,1
368.3,7.32,8722,1
460,9.4,8723,1
496.2,10.3,8724,1
476.2,10.9,8725,1
401.9,12.1,8726,1
280.2,12.34,8727,1
162,11.2,8728,1
5.54,-0.46,8729,1
154.6,1.5,8730,1
397.7,6.18,8731,1
205,6.9,8732,1
251.8,7.66,8733,1
102.1,7.7,8734,1
154,6.9,8735,1
241.7,6.8,8736,1
55.42,6.5,8737,1
9.14,6.2,8738,1
17.3,2.6,8739,1
62.07,2.9,8740,1
157.5,4.02,8741,1
414.5,4.56,8742,1
499.7,7.1,8743,1
156.9,6.8,8744,1
474.5,8,8745,1
341.4,8.9,8746,1
139.5,8.4,8747,1
4.26,-0.1,8748,1
145.2,1.34,8749,1
155.4,6,8750,1
403.3,7.5,8751,1
469.8,8.7,8752,1
479.8,10.2,8753,1
450.1,9.82,8754,1
360.6,9.66,8755,1
210.1,9.9,8756,1
25.1,8.7,8757,1
26.11,4.92,8758,1
122.9,7,8759,1
353.8,7.9,8760,1
301.3,9.2,8761,1
316.4,8.64,8762,1
274.8,9,8763,1
409,8.7,8764,1
283.3,9.9,8765,1
169,9.5,8766,1
4.76,8.4,8767,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
